1707733899	0	1707733902
1707733902	1	1707733916
1707733916	2	1707733932
1707733932	3	1707733947
1707733947	4	1707733962
1707733962	5	1707733976
1707733976	6	1707733992
1707733992	7	1707734007
1707734007	8	1707734022
1707734022	9	1707734147
1707734147	8	1707734244
1707734244	7	1707734259
1707734259	6	1707734274
1707734274	5	1707734308
1707734308	3	1707734323
1707734323	2	1707734417
1707734417	1	1707734431
