12 1707714104 36922.600000 1 36922.600000 36922.600000 36922.600000
12 1707714119 36922.800000 1 36922.800000 36922.800000 36922.800000
12 1707714134 36923.000000 1 36923.000000 36923.000000 36923.000000
12 1707714149 36923.000000 1 36923.000000 36923.000000 36923.000000
12 1707714164 37528.200000 2 37528.200000 37528.200000 37528.200000
12 1707714174 19863.800000 1 19863.800000 19863.800000 19863.800000
12 1707714179 37527.400000 2 37527.400000 37527.400000 37527.400000
12 1707714184 590.200000 1 590.200000 590.200000 590.200000
12 1707714189 19866.200000 1 19866.200000 19866.200000 19866.200000
12 1707714194 37527.400000 2 37527.400000 37527.400000 37527.400000
12 1707714199 590.200000 1 590.200000 590.200000 590.200000
12 1707714204 19863.800000 1 19863.800000 19863.800000 19863.800000
12 1707714209 37527.400000 2 37527.400000 37527.400000 37527.400000
12 1707714214 590.600000 1 590.600000 590.600000 590.600000
12 1707714219 19866.000000 1 19866.000000 19866.000000 19866.000000
12 1707714224 37528.000000 2 37528.000000 37528.000000 37528.000000
12 1707714229 590.800000 1 590.800000 590.800000 590.800000
12 1707714239 896.400000 2 896.400000 896.400000 896.400000
12 1707714244 20177.400000 2 20177.400000 20177.400000 20177.400000
12 1707714249 19865.400000 1 19865.400000 19865.400000 19865.400000
12 1707714254 1195.000000 2 1195.000000 1195.000000 1195.000000
12 1707714259 22575.800000 3 22575.800000 22575.800000 22575.800000
12 1707714264 19865.200000 1 19865.200000 19865.200000 19865.200000
12 1707714269 1194.200000 2 1194.200000 1194.200000 1194.200000
12 1707714274 22583.400000 3 22583.400000 22583.400000 22583.400000
12 1707714279 19864.800000 1 19864.800000 19864.800000 19864.800000
12 1707714284 1193.800000 2 1193.800000 1193.800000 1193.800000
12 1707714289 22581.000000 3 22581.000000 22581.000000 22581.000000
12 1707714294 19864.000000 1 19864.000000 19864.000000 19864.000000
12 1707714299 590.200000 1 590.200000 590.200000 590.200000
12 1707714304 21975.400000 2 21975.400000 21975.400000 21975.400000
12 1707714314 1194.200000 2 1194.200000 1194.200000 1194.200000
12 1707714319 604.400000 1 604.400000 604.400000 604.400000
12 1707714324 604.200000 1 604.200000 604.200000 604.200000
12 1707714329 21382.200000 1 21382.200000 21382.200000 21382.200000
12 1707714334 21991.200000 2 21991.200000 21991.200000 21991.200000
12 1707714339 22580.400000 3 22580.400000 22580.400000 22580.400000
12 1707714344 1180.400000 2 1180.400000 1180.400000 1180.400000
12 1707714349 21988.600000 2 21988.600000 21988.600000 21988.600000
12 1707714354 21991.000000 2 21991.000000 21991.000000 21991.000000
12 1707714359 590.600000 1 590.600000 590.600000 590.600000
12 1707714364 22582.200000 3 22582.200000 22582.200000 22582.200000
12 1707714369 21988.200000 2 21988.200000 21988.200000 21988.200000
12 1707714374 589.600000 1 589.600000 589.600000 589.600000
12 1707714379 21974.400000 2 21974.400000 21974.400000 21974.400000
12 1707714384 21386.400000 1 21386.400000 21386.400000 21386.400000
12 1707714389 590.400000 1 590.400000 590.400000 590.400000
12 1707714394 1193.600000 2 1193.600000 1193.600000 1193.600000
12 1707714399 604.400000 1 604.400000 604.400000 604.400000
12 1707714414 13048.200000 3 13048.200000 13048.200000 13048.200000
12 1707714419 18041.600000 2 18041.600000 18041.600000 18041.600000
12 1707714424 603.400000 1 603.400000 603.400000 603.400000
12 1707714429 35453.400000 4 35453.400000 35453.400000 35453.400000
12 1707714434 21385.800000 1 21385.800000 21385.800000 21385.800000
12 1707714439 1194.400000 2 1194.400000 1194.400000 1194.400000
12 1707714444 22581.200000 3 22581.200000 22581.200000 22581.200000
12 1707714449 21385.400000 1 21385.400000 21385.400000 21385.400000
12 1707714454 1194.800000 2 1194.800000 1194.800000 1194.800000
12 1707714459 21974.600000 2 21974.600000 21974.600000 21974.600000
12 1707714464 21383.000000 1 21383.000000 21383.000000 21383.000000
12 1707714469 590.800000 1 590.800000 590.800000 590.800000
12 1707714474 590.600000 1 590.600000 590.600000 590.600000
12 1707714489 1207.600000 2 1207.600000 1207.600000 1207.600000
12 1707714499 43372.200000 3 43372.200000 43372.200000 43372.200000
12 1707714504 1181.000000 2 1181.000000 1181.000000 1181.000000
12 1707714509 13560.800000 1 13560.800000 13560.800000 13560.800000
12 1707714514 2286.200000 2 2286.200000 2286.200000 2286.200000
12 1707714519 6732.200000 1 6732.200000 6732.200000 6732.200000
12 1707714529 21992.600000 2 21992.600000 21992.600000 21992.600000
12 1707714539 21973.800000 2 21973.800000 21973.800000 21973.800000
12 1707714554 590.400000 1 590.400000 590.400000 590.400000
12 1707714594 603.400000 1 603.400000 603.400000 603.400000
12 1707714609 21988.000000 2 21988.000000 21988.000000 21988.000000
12 1707714614 590.400000 1 590.400000 590.400000 590.400000
12 1707714624 21386.200000 1 21386.200000 21386.200000 21386.200000
12 1707714629 984.333333 1 984.333333 984.333333 984.333333
